promo_id,game_id,season,game_date,promo_name,promo_category,promo_type,primary_promo_flag,sponsor_attached_flag,giveaway_flag,fireworks_flag,theme_night_flag,family_flag,dog_day_flag,jersey_auction_flag,expected_fan_segment,source_id,public_data_flag,notes
PROMO_00001,TP_2023_001,2023,2023-04-06,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00002,TP_2023_001,2023,2023-04-06,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00003,TP_2023_002,2023,2023-04-07,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00004,TP_2023_003,2023,2023-04-08,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00005,TP_2023_004,2023,2023-04-18,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00006,TP_2023_006,2023,2023-04-20,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00007,TP_2023_006,2023,2023-04-20,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00008,TP_2023_007,2023,2023-04-21,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00009,TP_2023_008,2023,2023-04-22,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00010,TP_2023_009,2023,2023-04-23,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00011,TP_2023_009,2023,2023-04-23,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00012,TP_2023_010,2023,2023-05-02,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00013,TP_2023_012,2023,2023-05-04,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00014,TP_2023_012,2023,2023-05-04,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00015,TP_2023_013,2023,2023-05-05,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00016,TP_2023_014,2023,2023-05-06,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00017,TP_2023_015,2023,2023-05-07,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00018,TP_2023_015,2023,2023-05-07,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00019,TP_2023_016,2023,2023-05-16,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00020,TP_2023_017,2023,2023-05-17,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00021,TP_2023_017,2023,2023-05-17,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00022,TP_2023_018,2023,2023-05-18,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00023,TP_2023_018,2023,2023-05-18,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00024,TP_2023_019,2023,2023-05-19,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00025,TP_2023_020,2023,2023-05-20,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00026,TP_2023_021,2023,2023-05-21,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00027,TP_2023_021,2023,2023-05-21,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00028,TP_2023_022,2023,2023-05-23,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00029,TP_2023_023,2023,2023-05-24,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00030,TP_2023_023,2023,2023-05-24,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00031,TP_2023_024,2023,2023-05-25,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00032,TP_2023_024,2023,2023-05-25,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00033,TP_2023_025,2023,2023-05-26,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00034,TP_2023_026,2023,2023-05-27,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00035,TP_2023_027,2023,2023-05-28,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00036,TP_2023_027,2023,2023-05-28,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00037,TP_2023_028,2023,2023-06-06,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00038,TP_2023_029,2023,2023-06-07,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00039,TP_2023_029,2023,2023-06-07,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00040,TP_2023_030,2023,2023-06-08,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00041,TP_2023_030,2023,2023-06-08,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00042,TP_2023_031,2023,2023-06-09,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00043,TP_2023_032,2023,2023-06-10,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00044,TP_2023_033,2023,2023-06-11,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00045,TP_2023_033,2023,2023-06-11,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00046,TP_2023_034,2023,2023-06-20,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00047,TP_2023_035,2023,2023-06-21,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00048,TP_2023_035,2023,2023-06-21,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00049,TP_2023_036,2023,2023-06-22,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00050,TP_2023_036,2023,2023-06-22,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00051,TP_2023_037,2023,2023-06-23,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00052,TP_2023_038,2023,2023-06-24,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00053,TP_2023_039,2023,2023-06-25,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00054,TP_2023_039,2023,2023-06-25,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00055,TP_2023_040,2023,2023-07-04,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00056,TP_2023_041,2023,2023-07-05,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00057,TP_2023_041,2023,2023-07-05,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00058,TP_2023_042,2023,2023-07-06,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00059,TP_2023_042,2023,2023-07-06,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00060,TP_2023_043,2023,2023-07-07,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00061,TP_2023_044,2023,2023-07-08,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00062,TP_2023_045,2023,2023-07-09,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00063,TP_2023_045,2023,2023-07-09,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00064,TP_2023_046,2023,2023-07-25,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00065,TP_2023_047,2023,2023-07-26,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00066,TP_2023_047,2023,2023-07-26,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00067,TP_2023_048,2023,2023-07-27,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00068,TP_2023_048,2023,2023-07-27,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00069,TP_2023_049,2023,2023-07-28,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00070,TP_2023_050,2023,2023-07-29,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00071,TP_2023_051,2023,2023-07-30,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00072,TP_2023_051,2023,2023-07-30,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00073,TP_2023_052,2023,2023-08-08,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00074,TP_2023_053,2023,2023-08-09,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00075,TP_2023_053,2023,2023-08-09,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00076,TP_2023_054,2023,2023-08-10,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00077,TP_2023_054,2023,2023-08-10,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00078,TP_2023_055,2023,2023-08-11,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00079,TP_2023_056,2023,2023-08-12,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00080,TP_2023_057,2023,2023-08-13,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00081,TP_2023_057,2023,2023-08-13,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00082,TP_2023_058,2023,2023-08-22,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00083,TP_2023_059,2023,2023-08-23,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00084,TP_2023_059,2023,2023-08-23,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
PROMO_00085,TP_2023_060,2023,2023-08-24,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00086,TP_2023_060,2023,2023-08-24,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00087,TP_2023_061,2023,2023-08-25,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00088,TP_2023_062,2023,2023-08-26,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00089,TP_2023_063,2023,2023-08-27,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00090,TP_2023_063,2023,2023-08-27,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00091,TP_2023_064,2023,2023-09-05,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00092,TP_2023_066,2023,2023-09-07,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00093,TP_2023_066,2023,2023-09-07,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00094,TP_2023_067,2023,2023-09-08,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00095,TP_2023_068,2023,2023-09-09,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00096,TP_2023_069,2023,2023-09-10,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00097,TP_2023_069,2023,2023-09-10,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00098,TP_2024_001,2024,2024-04-09,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Tuesday weekly promotion
PROMO_00099,TP_2024_001,2024,2024-04-09,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00100,TP_2024_002,2024,2024-04-10,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,SRC_2024_DOG_DAYS,True,Exact 2024 Dog Days date
PROMO_00101,TP_2024_002,2024,2024-04-10,Ben Joyce Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,SRC_2024_PREMIUM_GIVEAWAYS,True,2024 premium giveaway date
PROMO_00102,TP_2024_003,2024,2024-04-11,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Thursday weekly promotion
PROMO_00103,TP_2024_004,2024,2024-04-12,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00104,TP_2024_005,2024,2024-04-13,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00105,TP_2024_006,2024,2024-04-14,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2024_WEEKLY_PROMOS,True,2024 Sunday weekly promotion
PROMO_00106,TP_2024_007,2024,2024-04-23,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Tuesday weekly promotion
PROMO_00107,TP_2024_009,2024,2024-04-25,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Thursday weekly promotion
PROMO_00108,TP_2024_010,2024,2024-04-26,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00109,TP_2024_011,2024,2024-04-27,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00110,TP_2024_012,2024,2024-04-28,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2024_WEEKLY_PROMOS,True,2024 Sunday weekly promotion
PROMO_00111,TP_2024_013,2024,2024-05-07,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Tuesday weekly promotion
PROMO_00112,TP_2024_013,2024,2024-05-07,Nolan Schanuel Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,SRC_2024_PREMIUM_GIVEAWAYS,True,2024 premium giveaway date
PROMO_00113,TP_2024_015,2024,2024-05-09,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2024_WEEKLY_PROMOS,True,2024 Thursday weekly promotion
PROMO_00114,TP_2024_016,2024,2024-05-10,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00115,TP_2024_017,2024,2024-05-11,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2024_SCHEDULE_RELEASE,True,2024 fireworks from official schedule release
PROMO_00116,TP_2024_018,2024,2024-05-12,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2024_WEEKLY_PROMOS,True,2024 Sunday weekly promotion
